Kira,Alan,Oda Sayısı,Banyo Sayısı,Bina Yaşı,Isıtma Tipi,Balkon Durumu,Eşya Durumu,Site İçerisinde
4100,70,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3000,110,3+1,2,4,Merkezi (Pay Ölçer),Yok,Boş,Hayır
3500,85,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Var,Eşyalı,Hayır
2500,95,2+1,1,5-10,Kombi Doğalgaz,Var,Boş,Hayır
2500,105,2+1,1,5-10,Kombi Doğalgaz,Var,Boş,Hayır
4750,90,2+1,2,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
2600,120,3+1,1,0 (Yeni),Kombi Doğalgaz,Var,Boş,Hayır
6300,135,3+1,2,4,Merkezi (Pay Ölçer),Yok,Boş,Hayır
2500,90,2+1,1,4,Kombi Doğalgaz,Var,Boş,Hayır
2750,50,2+1,1,4,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
2200,80,2+1,2,2,Kombi Doğalgaz,Yok,Boş,Hayır
2800,100,2+1,2,5-10,Kombi Doğalgaz,Var,Boş,Hayır
3000,90,2+1,2,5-10,Merkezi Doğalgaz,Yok,Boş,Evet
4500,55,1+1,1,11-15,Kombi Doğalgaz,Yok,Eşyalı,Hayır
4500,100,2+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
4300,140,3+1,2,5-10,Kombi Doğalgaz,Yok,Boş,Evet
5200,85,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3000,48,Stüdyo,1,3,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3000,100,2+1,2,0 (Yeni),Kombi Doğalgaz,Var,Boş,Hayır
5500,15,3+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
6500,90,2+1,1,5-10,Merkezi Doğalgaz,Yok,Boş,Hayır
6000,120,2+1,2,11-15,Kombi Doğalgaz,Yok,Eşyalı,Hayır
2200,65,1+1,1,5-10,Kombi Doğalgaz,Yok,Boş,Hayır
2200,105,2+1,2,5-10,Kombi Doğalgaz,Var,Boş,Hayır
3000,45,Stüdyo,1,3,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3000,100,2+1,1,3,Kombi Doğalgaz,Yok,Boş,Evet
