Kira,Alan,Oda Sayısı,Banyo Sayısı,Bina Yaşı,Isıtma Tipi,Balkon Durumu,Eşya Durumu,Site İçerisinde
3500,30,1+1,1,1,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
1800,100,2+1,1,11-15,Kombi Doğalgaz,Var,Boş,Hayır
4000,100,3+1,3,11-15,Kombi Doğalgaz,Yok,Boş,Hayır
4500,65,2+1,1,5-10,Merkezi (Pay Ölçer),Var,Eşyalı,Evet
5500,90,2+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Evet
5000,70,1+1,1,0 (Yeni),Merkezi Doğalgaz,Yok,Eşyalı,Hayır
2500,10,1 Oda,1,11-15,Kombi Doğalgaz,Var,Boş,Hayır
2000,130,3+1,1,11-15,Kombi Doğalgaz,Var,Boş,Hayır
4000,57,1+1,1,11-15,Merkezi Doğalgaz,Var,Eşyalı,Evet
4000,57,1+1,1,11-15,Merkezi Doğalgaz,Yok,Eşyalı,Evet
5200,145,3+1,2,5-10,Kombi Doğalgaz,Yok,Boş,Hayır
3200,160,4+1,2,4,Merkezi (Pay Ölçer),Yok,Boş,Hayır
4500,145,3+1,2,21 Ve Üzeri,Kombi Doğalgaz,Yok,Boş,Hayır
4500,47,1+1,1,11-15,Merkezi Doğalgaz,Var,Eşyalı,Evet
2750,95,2+1,1,3,Merkezi (Pay Ölçer),Yok,Boş,Evet
3000,125,3+1,1,0 (Yeni),Kombi Doğalgaz,Yok,Boş,Hayır
6500,120,3+1,2,5-10,Merkezi (Pay Ölçer),Yok,Boş,Hayır
2500,75,2+1,1,0 (Yeni),Kombi Doğalgaz,Yok,Boş,Hayır
